food_id,food_name,category,serving_size,calories_kcal_est,protein_g_est,carbohydrates_g_est,fat_g_est,fiber_g_est,sugar_g_est,sodium_mg_est,calcium_mg_est,iron_mg_est,vitamin_c_mg_est,vitamin_a_ug_est,vegetarian,vegan,data_type,source_note
FERA04669,Pinto beans (homestyle),Pulses & Legumes,150 g/ml,205.1,13.12,32.81,3.28,11.48,3.28,262.5,131.2,1.97,1.6,32.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04670,Pinto beans (homestyle),Pulses & Legumes,200 g/ml,273.4,17.5,43.74,4.37,15.31,4.37,350,175,2.62,2.2,43.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04671,Navy beans (homestyle),Pulses & Legumes,25 g/ml,34.3,2.2,5.49,0.55,1.92,0.55,43.9,22,0.33,0.3,5.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04672,Navy beans (homestyle),Pulses & Legumes,50 g/ml,68.6,4.39,10.98,1.1,3.84,1.1,87.8,43.9,0.66,0.5,11,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04673,Navy beans (homestyle),Pulses & Legumes,100 g/ml,137.3,8.78,21.96,2.2,7.69,2.2,175.7,87.8,1.32,1.1,22,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04674,Navy beans (homestyle),Pulses & Legumes,150 g/ml,205.9,13.18,32.94,3.29,11.53,3.29,263.5,131.8,1.98,1.6,32.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04675,Navy beans (homestyle),Pulses & Legumes,200 g/ml,274.5,17.57,43.92,4.39,15.37,4.39,351.4,175.7,2.64,2.2,43.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04676,Soybeans (homestyle),Pulses & Legumes,25 g/ml,28,1.79,4.47,0.45,1.57,0.45,35.8,17.9,0.27,0.2,4.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04677,Soybeans (homestyle),Pulses & Legumes,50 g/ml,55.9,3.58,8.94,0.89,3.13,0.89,71.6,35.8,0.54,0.4,8.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04678,Soybeans (homestyle),Pulses & Legumes,100 g/ml,111.8,7.16,17.89,1.79,6.26,1.79,143.1,71.6,1.07,0.9,17.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04679,Soybeans (homestyle),Pulses & Legumes,150 g/ml,167.7,10.73,26.83,2.68,9.39,2.68,214.7,107.3,1.61,1.3,26.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04680,Soybeans (homestyle),Pulses & Legumes,200 g/ml,223.6,14.31,35.78,3.58,12.52,3.58,286.2,143.1,2.15,1.8,35.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04681,Edamame (homestyle),Pulses & Legumes,25 g/ml,36.2,2.32,5.79,0.58,2.03,0.58,46.4,23.2,0.35,0.3,5.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04682,Edamame (homestyle),Pulses & Legumes,50 g/ml,72.4,4.64,11.59,1.16,4.06,1.16,92.7,46.4,0.7,0.6,11.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04683,Edamame (homestyle),Pulses & Legumes,100 g/ml,144.9,9.27,23.18,2.32,8.11,2.32,185.4,92.7,1.39,1.2,23.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04684,Edamame (homestyle),Pulses & Legumes,150 g/ml,217.3,13.91,34.77,3.48,12.17,3.48,278.1,139.1,2.09,1.7,34.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04685,Edamame (homestyle),Pulses & Legumes,200 g/ml,289.7,18.54,46.36,4.64,16.23,4.64,370.9,185.4,2.78,2.3,46.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04686,Lima beans (homestyle),Pulses & Legumes,25 g/ml,27,1.73,4.32,0.43,1.51,0.43,34.5,17.3,0.26,0.2,4.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04687,Lima beans (homestyle),Pulses & Legumes,50 g/ml,54,3.45,8.63,0.86,3.02,0.86,69.1,34.5,0.52,0.4,8.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04688,Lima beans (homestyle),Pulses & Legumes,100 g/ml,107.9,6.91,17.27,1.73,6.04,1.73,138.1,69.1,1.04,0.9,17.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04689,Lima beans (homestyle),Pulses & Legumes,150 g/ml,161.9,10.36,25.9,2.59,9.07,2.59,207.2,103.6,1.55,1.3,25.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04690,Lima beans (homestyle),Pulses & Legumes,200 g/ml,215.9,13.81,34.54,3.45,12.09,3.45,276.3,138.1,2.07,1.7,34.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04691,Adzuki beans (homestyle),Pulses & Legumes,25 g/ml,35.7,2.29,5.71,0.57,2,0.57,45.7,22.9,0.34,0.3,5.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04692,Adzuki beans (homestyle),Pulses & Legumes,50 g/ml,71.4,4.57,11.43,1.14,4,1.14,91.4,45.7,0.69,0.6,11.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04693,Adzuki beans (homestyle),Pulses & Legumes,100 g/ml,142.8,9.14,22.85,2.29,8,2.29,182.8,91.4,1.37,1.1,22.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04694,Adzuki beans (homestyle),Pulses & Legumes,150 g/ml,214.2,13.71,34.28,3.43,12,3.43,274.2,137.1,2.06,1.7,34.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04695,Adzuki beans (homestyle),Pulses & Legumes,200 g/ml,285.7,18.28,45.7,4.57,16,4.57,365.6,182.8,2.74,2.3,45.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04696,Cowpeas (homestyle),Pulses & Legumes,25 g/ml,26.8,1.71,4.28,0.43,1.5,0.43,34.2,17.1,0.26,0.2,4.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04697,Cowpeas (homestyle),Pulses & Legumes,50 g/ml,53.5,3.42,8.56,0.86,3,0.86,68.5,34.2,0.51,0.4,8.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04698,Cowpeas (homestyle),Pulses & Legumes,100 g/ml,107,6.85,17.12,1.71,5.99,1.71,137,68.5,1.03,0.9,17.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04699,Cowpeas (homestyle),Pulses & Legumes,150 g/ml,160.5,10.27,25.68,2.57,8.99,2.57,205.5,102.7,1.54,1.3,25.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04700,Cowpeas (homestyle),Pulses & Legumes,200 g/ml,214,13.7,34.25,3.42,11.99,3.42,274,137,2.05,1.7,34.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04701,Black-eyed peas (homestyle),Pulses & Legumes,25 g/ml,28.6,1.83,4.58,0.46,1.6,0.46,36.6,18.3,0.27,0.2,4.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04702,Black-eyed peas (homestyle),Pulses & Legumes,50 g/ml,57.2,3.66,9.15,0.92,3.2,0.92,73.2,36.6,0.55,0.5,9.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04703,Black-eyed peas (homestyle),Pulses & Legumes,100 g/ml,114.4,7.32,18.3,1.83,6.41,1.83,146.4,73.2,1.1,0.9,18.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04704,Black-eyed peas (homestyle),Pulses & Legumes,150 g/ml,171.6,10.98,27.46,2.75,9.61,2.75,219.7,109.8,1.65,1.4,27.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04705,Black-eyed peas (homestyle),Pulses & Legumes,200 g/ml,228.8,14.64,36.61,3.66,12.81,3.66,292.9,146.4,2.2,1.8,36.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04706,Horse gram (homestyle),Pulses & Legumes,25 g/ml,35.1,2.25,5.62,0.56,1.97,0.56,45,22.5,0.34,0.3,5.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04707,Horse gram (homestyle),Pulses & Legumes,50 g/ml,70.3,4.5,11.25,1.12,3.94,1.12,90,45,0.67,0.6,11.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04708,Horse gram (homestyle),Pulses & Legumes,100 g/ml,140.6,9,22.49,2.25,7.87,2.25,180,90,1.35,1.1,22.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04709,Horse gram (homestyle),Pulses & Legumes,150 g/ml,210.9,13.5,33.74,3.37,11.81,3.37,269.9,135,2.02,1.7,33.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04710,Horse gram (homestyle),Pulses & Legumes,200 g/ml,281.2,18,44.99,4.5,15.75,4.5,359.9,180,2.7,2.2,45,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04711,Green peas (homestyle),Pulses & Legumes,25 g/ml,27.6,1.77,4.42,0.44,1.55,0.44,35.4,17.7,0.27,0.2,4.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04712,Green peas (homestyle),Pulses & Legumes,50 g/ml,55.3,3.54,8.85,0.88,3.1,0.88,70.8,35.4,0.53,0.4,8.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04713,Green peas (homestyle),Pulses & Legumes,100 g/ml,110.6,7.08,17.69,1.77,6.19,1.77,141.5,70.8,1.06,0.9,17.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04714,Green peas (homestyle),Pulses & Legumes,150 g/ml,165.9,10.62,26.54,2.65,9.29,2.65,212.3,106.2,1.59,1.3,26.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04715,Green peas (homestyle),Pulses & Legumes,200 g/ml,221.2,14.15,35.38,3.54,12.38,3.54,283.1,141.5,2.12,1.8,35.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04716,Dried peas (homestyle),Pulses & Legumes,25 g/ml,30.3,1.94,4.84,0.48,1.7,0.48,38.8,19.4,0.29,0.2,4.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04717,Dried peas (homestyle),Pulses & Legumes,50 g/ml,60.6,3.88,9.69,0.97,3.39,0.97,77.5,38.8,0.58,0.5,9.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04718,Dried peas (homestyle),Pulses & Legumes,100 g/ml,121.1,7.75,19.38,1.94,6.78,1.94,155,77.5,1.16,1,19.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04719,Dried peas (homestyle),Pulses & Legumes,150 g/ml,181.7,11.63,29.07,2.91,10.17,2.91,232.5,116.3,1.74,1.5,29.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04720,Dried peas (homestyle),Pulses & Legumes,200 g/ml,242.2,15.5,38.76,3.88,13.56,3.88,310,155,2.33,1.9,38.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04721,Split peas (homestyle),Pulses & Legumes,25 g/ml,30.7,1.96,4.91,0.49,1.72,0.49,39.3,19.6,0.29,0.2,4.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04722,Split peas (homestyle),Pulses & Legumes,50 g/ml,61.4,3.93,9.82,0.98,3.44,0.98,78.6,39.3,0.59,0.5,9.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04723,Split peas (homestyle),Pulses & Legumes,100 g/ml,122.7,7.86,19.64,1.96,6.87,1.96,157.1,78.6,1.18,1,19.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04724,Split peas (homestyle),Pulses & Legumes,150 g/ml,184.1,11.78,29.46,2.95,10.31,2.95,235.7,117.8,1.77,1.5,29.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04725,Split peas (homestyle),Pulses & Legumes,200 g/ml,245.5,15.71,39.28,3.93,13.75,3.93,314.2,157.1,2.36,2,39.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04726,Lentils (homestyle),Pulses & Legumes,25 g/ml,28.4,1.82,4.54,0.45,1.59,0.45,36.3,18.2,0.27,0.2,4.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04727,Lentils (homestyle),Pulses & Legumes,50 g/ml,56.8,3.63,9.08,0.91,3.18,0.91,72.7,36.3,0.54,0.5,9.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04728,Lentils (homestyle),Pulses & Legumes,100 g/ml,113.5,7.27,18.17,1.82,6.36,1.82,145.3,72.7,1.09,0.9,18.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04729,Lentils (homestyle),Pulses & Legumes,150 g/ml,170.3,10.9,27.25,2.72,9.54,2.72,218,109,1.63,1.4,27.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04730,Lentils (homestyle),Pulses & Legumes,200 g/ml,227.1,14.53,36.33,3.63,12.72,3.63,290.7,145.3,2.18,1.8,36.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04731,Red lentils (homestyle),Pulses & Legumes,25 g/ml,33.6,2.15,5.38,0.54,1.88,0.54,43,21.5,0.32,0.3,5.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04732,Red lentils (homestyle),Pulses & Legumes,50 g/ml,67.2,4.3,10.76,1.08,3.76,1.08,86.1,43,0.65,0.5,10.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04733,Red lentils (homestyle),Pulses & Legumes,100 g/ml,134.5,8.61,21.51,2.15,7.53,2.15,172.1,86.1,1.29,1.1,21.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04734,Red lentils (homestyle),Pulses & Legumes,150 g/ml,201.7,12.91,32.27,3.23,11.29,3.23,258.2,129.1,1.94,1.6,32.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04735,Red lentils (homestyle),Pulses & Legumes,200 g/ml,268.9,17.21,43.03,4.3,15.06,4.3,344.2,172.1,2.58,2.2,43,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04736,Green lentils (homestyle),Pulses & Legumes,25 g/ml,35.2,2.25,5.63,0.56,1.97,0.56,45.1,22.5,0.34,0.3,5.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04737,Green lentils (homestyle),Pulses & Legumes,50 g/ml,70.4,4.51,11.26,1.13,3.94,1.13,90.1,45.1,0.68,0.6,11.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04738,Green lentils (homestyle),Pulses & Legumes,100 g/ml,140.8,9.01,22.53,2.25,7.89,2.25,180.2,90.1,1.35,1.1,22.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04739,Green lentils (homestyle),Pulses & Legumes,150 g/ml,211.2,13.52,33.79,3.38,11.83,3.38,270.4,135.2,2.03,1.7,33.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04740,Green lentils (homestyle),Pulses & Legumes,200 g/ml,281.6,18.02,45.06,4.51,15.77,4.51,360.5,180.2,2.7,2.3,45.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04741,Yellow lentils (homestyle),Pulses & Legumes,25 g/ml,35.5,2.27,5.67,0.57,1.99,0.57,45.4,22.7,0.34,0.3,5.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04742,Yellow lentils (homestyle),Pulses & Legumes,50 g/ml,70.9,4.54,11.35,1.13,3.97,1.13,90.8,45.4,0.68,0.6,11.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04743,Yellow lentils (homestyle),Pulses & Legumes,100 g/ml,141.9,9.08,22.7,2.27,7.94,2.27,181.6,90.8,1.36,1.1,22.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04744,Yellow lentils (homestyle),Pulses & Legumes,150 g/ml,212.8,13.62,34.05,3.4,11.92,3.4,272.4,136.2,2.04,1.7,34,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04745,Yellow lentils (homestyle),Pulses & Legumes,200 g/ml,283.7,18.16,45.39,4.54,15.89,4.54,363.2,181.6,2.72,2.3,45.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04746,White peas (homestyle),Pulses & Legumes,25 g/ml,29.4,1.88,4.71,0.47,1.65,0.47,37.7,18.8,0.28,0.2,4.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04747,White peas (homestyle),Pulses & Legumes,50 g/ml,58.9,3.77,9.42,0.94,3.3,0.94,75.4,37.7,0.57,0.5,9.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04748,White peas (homestyle),Pulses & Legumes,100 g/ml,117.8,7.54,18.84,1.88,6.6,1.88,150.7,75.4,1.13,0.9,18.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04749,White peas (homestyle),Pulses & Legumes,150 g/ml,176.7,11.31,28.26,2.83,9.89,2.83,226.1,113.1,1.7,1.4,28.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04750,White peas (homestyle),Pulses & Legumes,200 g/ml,235.5,15.07,37.69,3.77,13.19,3.77,301.5,150.7,2.26,1.9,37.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04751,Field beans (homestyle),Pulses & Legumes,25 g/ml,31.6,2.02,5.06,0.51,1.77,0.51,40.4,20.2,0.3,0.3,5.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04752,Field beans (homestyle),Pulses & Legumes,50 g/ml,63.2,4.04,10.11,1.01,3.54,1.01,80.9,40.4,0.61,0.5,10.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04753,Field beans (homestyle),Pulses & Legumes,100 g/ml,126.4,8.09,20.22,2.02,7.08,2.02,161.8,80.9,1.21,1,20.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04754,Field beans (homestyle),Pulses & Legumes,150 g/ml,189.6,12.13,30.33,3.03,10.62,3.03,242.7,121.3,1.82,1.5,30.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04755,Field beans (homestyle),Pulses & Legumes,200 g/ml,252.8,16.18,40.44,4.04,14.16,4.04,323.6,161.8,2.43,2,40.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04756,Broad beans (homestyle),Pulses & Legumes,25 g/ml,28.4,1.82,4.55,0.45,1.59,0.45,36.4,18.2,0.27,0.2,4.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04757,Broad beans (homestyle),Pulses & Legumes,50 g/ml,56.8,3.64,9.09,0.91,3.18,0.91,72.8,36.4,0.55,0.5,9.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04758,Broad beans (homestyle),Pulses & Legumes,100 g/ml,113.7,7.28,18.19,1.82,6.37,1.82,145.5,72.8,1.09,0.9,18.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04759,Broad beans (homestyle),Pulses & Legumes,150 g/ml,170.5,10.91,27.28,2.73,9.55,2.73,218.3,109.1,1.64,1.4,27.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04760,Broad beans (homestyle),Pulses & Legumes,200 g/ml,227.4,14.55,36.38,3.64,12.73,3.64,291,145.5,2.18,1.8,36.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04761,Fava beans (homestyle),Pulses & Legumes,25 g/ml,28.4,1.82,4.54,0.45,1.59,0.45,36.3,18.2,0.27,0.2,4.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04762,Fava beans (homestyle),Pulses & Legumes,50 g/ml,56.8,3.63,9.08,0.91,3.18,0.91,72.7,36.3,0.54,0.5,9.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04763,Fava beans (homestyle),Pulses & Legumes,100 g/ml,113.5,7.27,18.16,1.82,6.36,1.82,145.3,72.7,1.09,0.9,18.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04764,Fava beans (homestyle),Pulses & Legumes,150 g/ml,170.3,10.9,27.24,2.72,9.54,2.72,218,109,1.63,1.4,27.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04765,Fava beans (homestyle),Pulses & Legumes,200 g/ml,227,14.53,36.33,3.63,12.71,3.63,290.6,145.3,2.18,1.8,36.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04766,Pigeon peas (homestyle),Pulses & Legumes,25 g/ml,27.4,1.76,4.39,0.44,1.54,0.44,35.1,17.6,0.26,0.2,4.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
